"","control1","control2","control3","benz1","benz2","benz3","chlorhex1","chlorhex2","chlorhex3","perox1","perox2","perox3","tric1","tric2","tric3"
"1759155_s_at",5.65473595160148,5.74380905369542,5.56469914792332,5.59975267398102,5.66098119422975,5.5217477686697,5.57245176173076,5.5946571057588,5.52101489364092,5.59975267398102,5.55834103145985,5.56058769998231,5.67263429534707,5.67775199859784,5.55631249273153
"1759156_s_at",5.88586780673861,6.11026423673714,5.91798650726283,5.74487387168654,5.8415886769185,5.83904933299003,5.83841429875307,5.66028810537485,5.83893620788082,5.84407437070347,5.87695250996062,5.80646925814079,6.131162504849,5.83370753199198,5.8415886769185
"1759157_s_at",7.7980209228718,7.08115574761534,7.33045063672709,7.53542087188143,7.52078317512395,7.49524053204075,7.65930940780941,7.57603388538587,7.59102638396752,7.61216750551989,7.45789567257441,7.44933688466205,7.09400167169774,7.49524053204075,7.09482887075158
"1759158_s_at",6.23930353351683,6.47194743789385,6.29885576625691,6.12009502967449,6.19326657850191,6.22854834698251,6.16925847308024,6.07302409981039,6.10379408538313,6.31046185213846,6.36585350624492,6.10886019983969,6.19446728582644,6.33149791096395,6.1335202542003
"1759159_s_at",7.03108400809291,8.43138448013431,7.59102125673811,6.88967769322268,7.43043179415684,7.31526844973078,7.06273000750358,7.13799484481661,6.86843815282254,7.27562020986755,7.33010271202067,7.3326038409547,8.43812845831371,7.09073276624542,7.01855623109973
"1759160_s_at",11.9757912002942,11.8831575492127,11.9352744384972,11.0423191983121,10.8708950201573,10.4795827243614,12.1654322025281,11.8281866239635,11.8082922487535,11.3210315169507,11.358594404423,11.5675584627104,10.3294961771895,10.4888631036129,10.4025246918068
"1759161_s_at",6.36285010520281,6.37632527702387,6.19692104790907,6.43399934359926,6.45752882267644,6.37473819884751,6.31990143798197,6.53837817100329,6.32354968906515,6.33498460765039,6.41489083795084,6.38346249557012,6.4219098753645,6.453135421484,6.27368031666738
"1759162_at",8.98103506351424,8.73838356343858,8.90918214741481,8.83995312262849,8.87589806143461,9.02938158431379,8.85107213159212,8.85740205332365,8.78777796843446,8.90447348547963,8.73144586898986,8.56135587632991,8.04717238116921,8.75092267004949,8.13904471072322
"1759163_s_at",9.17016292018569,9.75089433899511,9.59943813127079,9.13804890138841,9.28533208660943,9.83464189840906,9.24155665774901,9.55320311216963,10.3483081416508,9.68296612318464,9.69607502488069,9.6403577158527,9.72028608036655,8.99221712507337,9.69534627027792
"1759164_s_at",12.8944371457463,12.9490230823778,12.8497937615334,12.9982631234316,12.8781394127364,12.7738607511515,12.9297940887333,12.9401899028145,12.8866166334134,12.6964892531791,13.0162910004473,13.2005525377575,13.0310657276387,12.6238792829226,13.4610987601854
